級,四字熟語,読み,意味
5級,起死回生,きしかいせい,どうすることもできないような危機的状況を一気に好転させること。「起死」と「回生」はどちらも死に瀕している人を生き返らせるという意味。もとは、医術の高さを表現するときに用いられていた言葉。「回生起死」ともいう。
5級,起承転結,きしょうてんけつ,文章の構成法のこと。または、物事の順序のこと。漢詩の詩型の一つである絶句から生まれた言葉。絶句は「起句」「承句」「転句」「結句」の四句から成り、起句で話を提起し、承句でその話を掘り下げて、転句で話の視点を転換させ、結句で話全体をまとめるというもの。
5級,喜色満面,きしょくまんめん,嬉しそうな表情が顔全体に溢れ出ている様子。「喜色」は嬉しそうな表情のこと。「満面」は顔全体のこと。
5級,帰馬放牛,きばほうぎゅう,戦争が終わって平和になることのたとえ。または、二度と戦争をしないことのたとえ。戦争のための馬や牛を野生にかえすという意味から。殷の紂王を討ち取った周の武王は、戦争で使った馬を華山の南で放ち、牛を桃林の野に放って二度と戦争に用いないことを示した故事から。「馬を帰し牛を放つ」とも読む。
5級,旧雨今雨,きゅううこんう,昔からの友人と最近親しくなった友人。中国語の音で「雨」と「友」は同じ音ということから、友人のことをしゃれて言った言葉。
5級,九牛一毛,きゅうぎゅうのいちもう,たくさんある中のほんの少しの部分。 または、どうでもいい、些細なこと。「九」は数が多いことのたとえ。多くの牛がいる中の一頭の牛の毛の一本ということから。
5級,九死一生,きゅうしいっしょう,ほとんど助かる見込みのない極めて危険な状況で、かろうじて助かること。九割の確率で死ぬような危険な状況で、何とか生き残るという意味から。「九死に一生を得る」という形で使うことが多い言葉。
5級,救世済民,きゅうせいさいみん,世の人々を苦しみから救うこと。「救世」は悪い世の中を良くして、人々を救うこと。「済民」は人々を救うこと。
5級,九腸寸断,きゅうちょうすんだん,ひどくつらく、悲しいこと。 「九腸」は腸全体のこと。「寸断」は細かくたくさんに切ること。内臓がばらばらに千切れるような、つらい悲しみという意味から。
5級,急転直下,きゅうてんちょっか,物事があまり良くない状態から急に良い状態に変わり、解決に向かうこと。「急転」はいきなり変化すること。「直下」はまっすぐ落ちることや結末に向かうこと。
5級,急流勇退,きゅうりゅうゆうたい,官職などを潔く辞めること。「勇退」は勇気をもって退くという意味から、きっぱりと職を辞すること。船が勢いのよい流れの中で引き返すという意味から、仕事の勢いがあるときに潔く辞職することをいう言葉。
5級,強悪強善,きょうあくきょうぜん,極悪な人物が心を入れ替えると、ものすごい善人になるということ。または、悪に精通したものは、善にも精通しているということ。「悪に強ければ善にも強し」とも読む。
5級,鏡花水月,きょうかすいげつ,目には見えても、手に取ることはできないはかないもののたとえ。または、感じ取ることができるが言葉では表すことができない、詩文などの深い味わいのたとえ。鏡に映る花と水に映る月のことから。「水月鏡花」ともいう。
